 time            x1.comp_p       x1.comp_m       dout0           dout1           dout2           dout3           dout4           dout5           dout6           dout7           data_rdy        vinp            vinm           
 9.50384546e-06  9.03213638e-01  8.90770084e-01  1.79999998e+00  1.79999999e+00  1.79999999e+00  4.62383026e-09  4.40535515e-09  4.40545205e-09  4.40568211e-09  1.79999999e+00  1.79996929e+00  1.34441063e+00  4.55589367e-01 
 9.50457675e-06  9.03213642e-01  8.90770086e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.71932074e-09  4.92015874e-09  4.92006665e-09  4.91983644e-09  1.79999999e+00  1.80002906e+00  1.34444078e+00  4.55559221e-01 
 9.50501345e-06  9.03212208e-01  8.90770121e-01  1.79999998e+00  1.79999999e+00  1.79999999e+00  4.62713000e-09  4.45607562e-09  4.45616018e-09  4.45638830e-09  1.79999999e+00  1.79997348e+00  1.34445878e+00  4.55541219e-01 
 9.50541136e-06  9.03213305e-01  8.90770552e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.71439829e-09  4.85279237e-09  4.85271554e-09  4.85249283e-09  1.79999999e+00  1.80002387e+00  1.34447518e+00  4.55524816e-01 
 9.50578645e-06  9.03213956e-01  8.90771210e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.63316222e-09  4.52888782e-09  4.52895714e-09  4.52917037e-09  1.79999999e+00  1.79997867e+00  1.34449065e+00  4.55509354e-01 
 9.50612251e-06  9.03214284e-01  8.90771245e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.70708381e-09  4.77447547e-09  4.77441370e-09  4.77421525e-09  1.79999999e+00  1.80001866e+00  1.34450450e+00  4.55495501e-01 
 9.50646881e-06  9.03214479e-01  8.90771591e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.64141658e-09  4.60814940e-09  4.60820496e-09  4.60838491e-09  1.79999999e+00  1.79998364e+00  1.34451877e+00  4.55481226e-01 
 9.50689219e-06  9.03214702e-01  8.90771523e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.69922687e-09  4.70606320e-09  4.70601223e-09  4.70585005e-09  1.79999999e+00  1.80001458e+00  1.34453623e+00  4.55463775e-01 
 9.50737679e-06  9.03214742e-01  8.90771712e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.64833970e-09  4.66321478e-09  4.66326203e-09  4.66340698e-09  1.79999999e+00  1.79998683e+00  1.34455620e+00  4.55443800e-01 
 9.50791727e-06  9.03214799e-01  8.90771490e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.69290596e-09  4.66041631e-09  4.66037200e-09  4.66024389e-09  1.79999999e+00  1.80001194e+00  1.34457848e+00  4.55421522e-01 
 9.50847718e-06  9.03214665e-01  8.90771515e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.65440987e-09  4.70065569e-09  4.70069710e-09  4.70080778e-09  1.79999999e+00  1.79998914e+00  1.34460156e+00  4.55398444e-01 
 9.50927185e-06  9.03214554e-01  8.90771115e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.68762330e-09  4.63472351e-09  4.63468422e-09  4.63458649e-09  1.79999999e+00  1.80001011e+00  1.34463431e+00  4.55365691e-01 
 9.51008111e-06  9.03214255e-01  8.90770970e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.65901139e-09  4.71510927e-09  4.71514586e-09  4.71523028e-09  1.79999999e+00  1.79999057e+00  1.34466766e+00  4.55332338e-01 
 9.51138092e-06  9.03213969e-01  8.90770383e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.68369249e-09  4.62749598e-09  4.62746143e-09  4.62738567e-09  1.79999999e+00  1.80000900e+00  1.34472123e+00  4.55278769e-01 
 9.51303613e-06  9.03213537e-01  8.90770090e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.66190291e-09  4.71709697e-09  4.71712961e-09  4.71719839e-09  1.79999999e+00  1.79999131e+00  1.34478944e+00  4.55210557e-01 
 9.51540758e-06  9.03213404e-01  8.90769453e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.68140735e-09  4.62748104e-09  4.62744977e-09  4.62738600e-09  1.79999999e+00  1.80000846e+00  1.34488716e+00  4.55112836e-01 
 9.51889906e-06  9.03212987e-01  8.90769393e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.66355663e-09  4.71635750e-09  4.71638768e-09  4.71644792e-09  1.79999999e+00  1.79999167e+00  1.34503102e+00  4.54968981e-01 
 9.52380320e-06  9.03213600e-01  8.90769686e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.68022021e-09  4.62834938e-09  4.62831999e-09  4.62826221e-09  1.79999999e+00  1.80000821e+00  1.34523304e+00  4.54766955e-01 
 9.53116217e-06  9.03213591e-01  8.90770219e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.66440056e-09  4.71559297e-09  4.71562177e-09  4.71567785e-09  1.79999999e+00  1.79999185e+00  1.34553612e+00  4.54463881e-01 
 9.54116217e-06  9.03213809e-01  8.90770032e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.67962314e-09  4.62895982e-09  4.62893137e-09  4.62887659e-09  1.79999999e+00  1.80000809e+00  1.34594781e+00  4.54052187e-01 
 9.55116217e-06  9.03213443e-01  8.90770118e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.66491453e-09  4.71502393e-09  4.71505189e-09  4.71510545e-09  1.79999999e+00  1.79999195e+00  1.34635934e+00  4.53640663e-01 
 9.56116217e-06  9.03213852e-01  8.90770077e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.67910244e-09  4.62957175e-09  4.62954422e-09  4.62949197e-09  1.79999999e+00  1.80000799e+00  1.34677069e+00  4.53229312e-01 
 9.57116217e-06  9.03213444e-01  8.90770121e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.66544221e-09  4.71436967e-09  4.71439676e-09  4.71444776e-09  1.79999999e+00  1.79999205e+00  1.34718187e+00  4.52818131e-01 
 9.58116217e-06  9.03213843e-01  8.90770070e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.67856766e-09  4.63026764e-09  4.63024100e-09  4.63019132e-09  1.79999999e+00  1.80000789e+00  1.34759288e+00  4.52407123e-01 
 9.59116217e-06  9.03213452e-01  8.90770128e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.66598434e-09  4.71363283e-09  4.71365896e-09  4.71370740e-09  1.79999999e+00  1.79999215e+00  1.34800371e+00  4.51996286e-01 
 9.60116217e-06  9.03213839e-01  8.90770065e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.67801798e-09  4.63104479e-09  4.63101908e-09  4.63097199e-09  1.79999999e+00  1.80000779e+00  1.34841438e+00  4.51585621e-01 
 9.61116217e-06  9.03213454e-01  8.90770130e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.66654170e-09  4.71281626e-09  4.71284146e-09  4.71288727e-09  1.79999999e+00  1.79999225e+00  1.34882487e+00  4.51175129e-01 
 9.62116217e-06  9.03213839e-01  8.90770063e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.67745266e-09  4.63190001e-09  4.63187529e-09  4.63183082e-09  1.79999999e+00  1.80000769e+00  1.34923519e+00  4.50764809e-01 
 9.63116217e-06  9.03213453e-01  8.90770130e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.66711520e-09  4.71192311e-09  4.71194727e-09  4.71199043e-09  1.79999999e+00  1.79999235e+00  1.34964534e+00  4.50354662e-01 
 9.64116217e-06  9.03213840e-01  8.90770062e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.67687083e-09  4.63283015e-09  4.63280662e-09  4.63276477e-09  1.79999999e+00  1.80000759e+00  1.35005531e+00  4.49944687e-01 
 9.65116217e-06  9.03213451e-01  8.90770130e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.66770556e-09  4.71095669e-09  4.71097980e-09  4.71102028e-09  1.79999999e+00  1.79999244e+00  1.35046512e+00  4.49534885e-01 
 9.66116217e-06  9.03213843e-01  8.90770061e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.67627163e-09  4.63383185e-09  4.63380934e-09  4.63377020e-09  1.79999999e+00  1.80000749e+00  1.35087474e+00  4.49125256e-01 
 9.67116217e-06  9.03213447e-01  8.90770128e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.66831381e-09  4.70992072e-09  4.70994262e-09  4.70998037e-09  1.79999999e+00  1.79999254e+00  1.35128420e+00  4.48715800e-01 
 9.68116217e-06  9.03213847e-01  8.90770061e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.67565419e-09  4.63490133e-09  4.63487989e-09  4.63484354e-09  1.79999999e+00  1.80000739e+00  1.35169348e+00  4.48306518e-01 
 9.69116217e-06  9.03213443e-01  8.90770127e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.66894068e-09  4.70881882e-09  4.70883967e-09  4.70887461e-09  1.79999999e+00  1.79999264e+00  1.35210259e+00  4.47897409e-01 
 9.70116217e-06  9.03213851e-01  8.90770061e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.67501765e-09  4.63603456e-09  4.63601436e-09  4.63598079e-09  1.79999999e+00  1.80000730e+00  1.35251153e+00  4.47488474e-01 
 9.71116217e-06  9.03213439e-01  8.90770124e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.66958721e-09  4.70765515e-09  4.70767475e-09  4.70770695e-09  1.79999999e+00  1.79999273e+00  1.35292029e+00  4.47079712e-01 
 9.72116217e-06  9.03213855e-01  8.90770061e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.67436100e-09  4.63722750e-09  4.63720858e-09  4.63717783e-09  1.79999999e+00  1.80000720e+00  1.35332888e+00  4.46671124e-01 
 9.73116217e-06  9.03213435e-01  8.90770122e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.67025422e-09  4.70643401e-09  4.70645228e-09  4.70648165e-09  1.79999999e+00  1.79999283e+00  1.35373729e+00  4.46262711e-01 
 9.74116217e-06  9.03213860e-01  8.90770061e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.67368330e-09  4.63847584e-09  4.63845827e-09  4.63843031e-09  1.79999999e+00  1.80000711e+00  1.35414553e+00  4.45854472e-01 
 9.75116217e-06  9.03213430e-01  8.90770119e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.67094279e-09  4.70515971e-09  4.70517661e-09  4.70520310e-09  1.79999999e+00  1.79999292e+00  1.35455359e+00  4.45446407e-01 
 9.76116217e-06  9.03213864e-01  8.90770061e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.67298360e-09  4.63977501e-09  4.63975879e-09  4.63973378e-09  1.79999999e+00  1.80000701e+00  1.35496148e+00  4.45038517e-01 
 9.77116217e-06  9.03213426e-01  8.90770117e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.67165387e-09  4.70383693e-09  4.70385241e-09  4.70387603e-09  1.79999999e+00  1.79999302e+00  1.35536920e+00  4.44630801e-01 
 9.78116217e-06  9.03213868e-01  8.90770061e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.67226090e-09  4.64112021e-09  4.64110538e-09  4.64108332e-09  1.79999999e+00  1.80000692e+00  1.35577674e+00  4.44223261e-01 
 9.79116217e-06  9.03213421e-01  8.90770115e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.67238850e-09  4.70247053e-09  4.70248457e-09  4.70250512e-09  1.79999999e+00  1.79999311e+00  1.35618410e+00  4.43815895e-01 
 9.80116217e-06  9.03213873e-01  8.90770062e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.67151415e-09  4.64250654e-09  4.64249323e-09  4.64247415e-09  1.79999999e+00  1.80000683e+00  1.35659130e+00  4.43408705e-01 
 9.81116217e-06  9.03213417e-01  8.90770113e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.67314763e-09  4.70106547e-09  4.70107801e-09  4.70109555e-09  1.79999999e+00  1.79999320e+00  1.35699831e+00  4.43001690e-01 
 9.82116217e-06  9.03213877e-01  8.90770063e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.67074233e-09  4.64392894e-09  4.64391717e-09  4.64390113e-09  1.79999999e+00  1.80000674e+00  1.35740515e+00  4.42594850e-01 
 9.83116217e-06  9.03213412e-01  8.90770111e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.67393241e-09  4.69962706e-09  4.69963798e-09  4.69965253e-09  1.79999999e+00  1.79999329e+00  1.35781181e+00  4.42188187e-01 
 9.84116217e-06  9.03213881e-01  8.90770064e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.66994430e-09  4.64538209e-09  4.64537191e-09  4.64535895e-09  1.79999999e+00  1.80000664e+00  1.35821830e+00  4.41781699e-01 
 9.85116217e-06  9.03213408e-01  8.90770110e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.67474385e-09  4.69816063e-09  4.69816986e-09  4.69818124e-09  1.79999999e+00  1.79999339e+00  1.35862461e+00  4.41375387e-01 
 9.86116217e-06  9.03213886e-01  8.90770065e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.66911905e-09  4.64686052e-09  4.64685207e-09  4.64684224e-09  1.79999999e+00  1.80000655e+00  1.35903075e+00  4.40969251e-01 
 9.87116217e-06  9.03213403e-01  8.90770108e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.67558323e-09  4.69667158e-09  4.69667910e-09  4.69668738e-09  1.79999999e+00  1.79999348e+00  1.35943671e+00  4.40563291e-01 
 9.88116217e-06  9.03213890e-01  8.90770065e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.66826535e-09  4.64835863e-09  4.64835201e-09  4.64834539e-09  1.79999999e+00  1.80000646e+00  1.35984249e+00  4.40157508e-01 
 9.89116217e-06  9.03213399e-01  8.90770106e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.67645147e-09  4.69516576e-09  4.69517145e-09  4.69517645e-09  1.79999999e+00  1.79999357e+00  1.36024810e+00  4.39751902e-01 
 9.90116217e-06  9.03213894e-01  8.90770066e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.66738222e-09  4.64987067e-09  4.64986588e-09  4.64986254e-09  1.79999999e+00  1.80000637e+00  1.36065353e+00  4.39346472e-01 
 9.91116217e-06  9.03213395e-01  8.90770105e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.67734987e-09  4.69364894e-09  4.69365273e-09  4.69365449e-09  1.79999999e+00  1.79999366e+00  1.36105878e+00  4.38941219e-01 
 9.92116217e-06  9.03213898e-01  8.90770067e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.66646831e-09  4.65139074e-09  4.65138796e-09  4.65138792e-09  1.79999999e+00  1.80000628e+00  1.36146386e+00  4.38536144e-01 
 9.93116217e-06  9.03213390e-01  8.90770103e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.67827954e-09  4.69212708e-09  4.69212894e-09  4.69212735e-09  1.79999999e+00  1.79999374e+00  1.36186875e+00  4.38131245e-01 
 9.94116217e-06  9.03213903e-01  8.90770068e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.66552255e-09  4.65291289e-09  4.65291202e-09  4.65291532e-09  1.79999999e+00  1.80000619e+00  1.36227348e+00  4.37726524e-01 
 9.95116217e-06  9.03213386e-01  8.90770101e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.67924169e-09  4.69060633e-09  4.69060613e-09  4.69060110e-09  1.79999999e+00  1.79999383e+00  1.36267802e+00  4.37321980e-01 
 9.96116217e-06  9.03213907e-01  8.90770069e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.66454372e-09  4.65443078e-09  4.65443207e-09  4.65443873e-09  1.79999999e+00  1.80000611e+00  1.36308239e+00  4.36917615e-01 
 9.97116217e-06  9.03213382e-01  8.90770100e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.68023751e-09  4.68909285e-09  4.68909051e-09  4.68908204e-09  1.79999999e+00  1.79999392e+00  1.36348657e+00  4.36513427e-01 
 9.98116217e-06  9.03213911e-01  8.90770070e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.66353055e-09  4.65593818e-09  4.65594160e-09  4.65595189e-09  1.79999999e+00  1.80000602e+00  1.36389058e+00  4.36109417e-01 
 9.99116217e-06  9.03213378e-01  8.90770098e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.68126827e-09  4.68759303e-09  4.68758851e-09  4.68757649e-09  1.79999999e+00  1.79999401e+00  1.36429442e+00  4.35705585e-01 
 1.00001000e-05  9.03213915e-01  8.90770071e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.66241838e-09  4.65751665e-09  4.65752248e-09  4.65753644e-09  1.79999999e+00  1.80000593e+00  1.36465520e+00  4.35344798e-01 
 1.00001100e-05  9.03213616e-01  8.90770059e-01  1.80000001e+00  1.79999999e+00  1.79999999e+00  6.23204604e-09  8.55603258e-09  8.55384059e-09  8.54079578e-09  1.80000000e+00  1.80000538e+00  1.36465561e+00  4.35344394e-01 
 1.00001300e-05  9.03213493e-01  8.90770047e-01  1.79999995e+00  1.79999999e+00  1.79999999e+00  1.80381787e-09 -3.31934837e-09 -3.31579259e-09 -3.26311362e-09  1.79999996e+00  1.80000009e+00  1.36465641e+00  4.35343587e-01 
 1.00001700e-05  9.03213789e-01  8.90770117e-01  1.80000003e+00  1.79999999e+00  1.79999999e+00  6.44623307e-09  9.90249956e-09  9.90048752e-09  9.82481535e-09  1.80000003e+00  1.79999951e+00  1.36465803e+00  4.35341973e-01 
 1.00002000e-05  9.03213568e-01  8.90770060e-01  1.79999997e+00  1.79999999e+00  1.79999999e+00  5.77408230e-09  7.42405481e-09  7.42295844e-09  7.50767147e-09  1.79999997e+00  1.80000044e+00  1.36465924e+00  4.35340762e-01 
 1.00002072e-05  9.03213635e-01  8.90770078e-01  1.79999997e+00  1.79999999e+00  1.79999999e+00  3.63588774e-09 -1.17270406e-09 -1.17163165e-09 -1.14150346e-09  1.79999997e+00  1.80000086e+00  1.36465953e+00  4.35340471e-01 
 1.00002217e-05  9.03213675e-01  8.90770088e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  3.67041126e-09  5.56114213e-09  5.56222223e-09  5.52241134e-09  1.80000000e+00  1.80000191e+00  1.36466011e+00  4.35339888e-01 
 1.00002505e-05  9.03213655e-01  8.90770082e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  5.28029745e-09  5.20561426e-09  5.20447640e-09  5.23033419e-09  1.79999999e+00  1.79999479e+00  1.36466128e+00  4.35338722e-01 
 1.00003083e-05  9.03213668e-01  8.90770085e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.39908044e-09  3.81108180e-09  3.81212219e-09  3.79275769e-09  1.79999999e+00  1.80000223e+00  1.36466361e+00  4.35336392e-01 
 1.00003700e-05  9.03213656e-01  8.90770080e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.71416779e-09  5.65494523e-09  5.65401287e-09  5.66889492e-09  1.79999999e+00  1.80001779e+00  1.36466610e+00  4.35333901e-01 
 1.00004587e-05  9.03213664e-01  8.90770081e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.72969638e-09  3.64344486e-09  3.64429143e-09  3.63184936e-09  1.79999999e+00  1.80001205e+00  1.36466968e+00  4.35330321e-01 
 1.00005849e-05  9.03213654e-01  8.90770076e-01  1.80000000e+00  1.79999999e+00  1.79999999e+00  4.58866993e-09  5.74470198e-09  5.74391975e-09  5.75486588e-09  1.80000000e+00  1.86195831e+00  1.36467477e+00  4.35325228e-01 
 1.00007221e-05  9.03213658e-01  8.90770075e-01  1.79999999e+00  1.79999999e+00  1.79999999e+00  4.73297638e-09  3.53179337e-09  3.53251433e-09  3.52281559e-09  1.79999999e+00  2.37538100e-02  1.36468031e+00  4.35319690e-01 
 1.00008626e-05  9.03497869e-01  8.91029111e-01  1.79999997e+00  1.79999997e+00  1.79999997e+00  7.99754946e-09  9.23909260e-09  9.23843762e-09  9.24701338e-09  1.79999997e+00 -1.89087681e-02  1.36468598e+00  4.35314020e-01 
 1.00010277e-05  9.03483910e-01  8.91139349e-01  1.77930559e+00  1.82727771e+00  1.82714692e+00 -1.16335791e-08 -1.29496205e-08 -1.29490360e-08 -1.29567520e-08  1.77863596e+00  1.86611339e-02  1.36469264e+00  4.35307359e-01 
 1.00012004e-05  8.78493615e-01  8.90991890e-01  1.46158754e-02  1.74245583e-02  1.74154913e-02  4.69667037e-08  4.83751984e-08  4.83747145e-08  4.83816841e-08  1.45770559e-02 -1.70294735e-02  1.36469961e+00  4.35300387e-01 
 1.00013973e-05  7.11570817e-01  8.87643951e-01 -1.30838986e-02 -1.50831220e-02 -1.50772693e-02 -6.55347154e-08 -6.69721042e-08 -6.69717422e-08 -6.69781871e-08 -1.30538393e-02  1.68821953e-02  1.36470756e+00  4.35292441e-01 
 1.00016036e-05  6.45093653e-01  8.55892409e-01  1.28768485e-02  1.49301393e-02  1.49240501e-02  9.20698421e-08  9.36496649e-08  9.36494347e-08  9.36557526e-08  1.28462839e-02 -1.59657378e-02  1.36471588e+00  4.35284118e-01 
 1.00017431e-05  4.75293762e-01  9.01530307e-01 -1.15792291e-02 -1.31992945e-02 -1.31948296e-02 -6.05199182e-08 -6.42272108e-08 -6.42271298e-08 -6.42360139e-08 -1.15536931e-02  1.56001751e-02  1.36472151e+00  4.35278485e-01 
 1.00018987e-05  3.59859250e-02  1.11224352e+00  1.12116109e-02  1.28081581e-02  1.28037736e-02 -1.74368567e-08 -7.94014140e-09 -7.94022942e-09 -7.92210192e-09  1.11863835e-02 -1.48219779e-02  1.36472779e+00  4.35272207e-01 
 1.00020298e-05  8.55673300e-02  1.16568622e+00 -1.03267195e-02 -1.17312633e-02 -1.17275439e-02  2.25166646e-07  2.02369273e-07  2.02369682e-07  2.02320557e-07 -1.03039407e-02  1.44574798e-02  1.36473308e+00  4.35266919e-01 
 1.00021265e-05  9.95704738e-02  1.15620923e+00  9.76690017e-03  1.11131579e-02  1.11096261e-02 -6.26276193e-07 -5.76494272e-07 -5.76495780e-07 -5.76336803e-07  9.74493273e-03 -1.35905225e-02  1.36473699e+00  4.35263014e-01 
 1.00022017e-05  1.04819165e-01  1.14940219e+00 -8.92341490e-03 -1.01472690e-02 -1.01441069e-02  1.29242578e-06  1.20738808e-06  1.20739198e-06  1.20690149e-06 -8.90323316e-03  1.29289390e-02  1.36474002e+00  4.35259981e-01 
 1.00022842e-05  1.32321098e-01  1.12948961e+00  8.46619915e-03  9.64285152e-03  9.63981870e-03 -1.89926500e-06 -1.79818453e-06 -1.79819119e-06 -1.79714793e-06  8.44676493e-03 -1.21590506e-02  1.36474335e+00  4.35256652e-01 
 1.00023857e-05  1.47516808e-01  1.12076981e+00 -8.03900287e-03 -9.15620752e-03 -9.15333473e-03  2.33972192e-06  2.24785305e-06  2.24786188e-06  2.24617851e-06 -8.02050674e-03  1.17616435e-02  1.36474744e+00  4.35252556e-01 
 1.00024939e-05  1.77425221e-01  1.10684702e+00  7.77288842e-03  8.86089320e-03  8.85809582e-03 -2.65112607e-06 -2.58997546e-06 -2.58998605e-06 -2.58754590e-06  7.75487021e-03 -1.12454901e-02  1.36475181e+00  4.35248188e-01 
 1.00026192e-05  2.19634035e-01  1.08332594e+00 -7.48793966e-03 -8.53434064e-03 -8.53165183e-03  2.86030189e-06  2.84251027e-06  2.84252202e-06  2.83933276e-06 -7.47058563e-03  1.09649572e-02  1.36475687e+00  4.35243134e-01 
 1.00027462e-05  5.02330321e-01  9.84165738e-01  7.29298847e-03  8.31687287e-03  8.31424143e-03 -2.97979056e-06 -3.01890225e-06 -3.01891485e-06 -3.01491431e-06  7.27600459e-03 -1.05643121e-02  1.36476199e+00  4.35238008e-01 
 1.00028637e-05  7.32451402e-01  8.39385809e-01 -7.03203890e-03 -8.01710306e-03 -8.01457188e-03  3.05619428e-06  3.16899932e-06  3.16901255e-06  3.16409180e-06 -7.01567585e-03  1.02812979e-02  1.36476673e+00  4.35233265e-01 
 1.00029857e-05  8.49840002e-01  7.37934496e-01  6.84651334e-03  7.80871753e-03  7.80624464e-03 -3.04939433e-06 -3.24284553e-06 -3.24285924e-06 -3.23702510e-06  6.83052460e-03 -9.90851530e-03  1.36477166e+00  4.35228344e-01 
 1.00031388e-05  9.40323609e-01  6.68178630e-01 -6.66202683e-03 -7.59578983e-03 -7.59339056e-03  3.02358133e-06  3.28508044e-06  3.28509453e-06  3.27854028e-06 -6.64649173e-03  9.71658306e-03  1.36477783e+00  4.35222165e-01 
 1.00033294e-05  1.03389765e+00  6.35920444e-01  6.55841249e-03  7.47998159e-03  7.47761337e-03 -2.96542883e-06 -3.28336280e-06 -3.28337729e-06 -3.27625327e-06  6.54307881e-03 -9.47926201e-03  1.36478553e+00  4.35214475e-01 
 1.00034992e-05  1.07867985e+00  6.28207140e-01 -6.40131174e-03 -7.29831561e-03 -7.29601117e-03  2.90254203e-06  3.28383429e-06  3.28384937e-06  3.27610930e-06 -6.38636960e-03  9.31759034e-03  1.36479238e+00  4.35207620e-01 
 1.00036911e-05  1.09495518e+00  6.25792678e-01  6.30293924e-03  7.18806885e-03  7.18579476e-03 -2.81571428e-06 -3.25300507e-06 -3.25302086e-06 -3.24475634e-06  6.28819300e-03 -9.09657389e-03  1.36480012e+00  4.35199877e-01 
 1.00039414e-05  1.12979546e+00  6.28957241e-01 -6.19629902e-03 -7.06413222e-03 -7.06190324e-03  2.75888039e-06  3.23840217e-06  3.23841866e-06  3.22977086e-06 -6.18182744e-03  9.00341838e-03  1.36481022e+00  4.35189779e-01 
 1.00042847e-05  1.15479959e+00  6.32633674e-01  6.15064905e-03  7.01391463e-03  7.01169716e-03 -2.69797656e-06 -3.20785298e-06 -3.20787007e-06 -3.19895265e-06  6.13625520e-03 -8.86824628e-03  1.36482407e+00  4.35175926e-01 
 1.00046922e-05  1.18105623e+00  6.39311869e-01 -6.08068124e-03 -6.93198149e-03 -6.92979537e-03  2.66219499e-06  3.19718349e-06  3.19720115e-06  3.18806454e-06 -6.06647624e-03  8.82656307e-03  1.36484052e+00  4.35159483e-01 
 1.00051568e-05  1.18938754e+00  6.44657180e-01  6.05176532e-03  6.90078888e-03  6.89860836e-03 -2.61200282e-06 -3.16872241e-06 -3.16874063e-06 -3.15941703e-06  6.03760094e-03 -8.71992448e-03  1.36485926e+00  4.35140739e-01 
 1.00055285e-05  1.19720617e+00  6.50540833e-01 -5.97861911e-03 -6.81528420e-03 -6.81313607e-03  2.56907839e-06  3.15238377e-06  3.15240276e-06  3.14285390e-06 -5.96465007e-03  8.67076475e-03  1.36487426e+00  4.35125739e-01 
 1.00058076e-05  1.19630112e+00  6.53267016e-01  5.92034448e-03  6.75039355e-03  6.74826232e-03 -2.48801726e-06 -3.10587361e-06 -3.10589375e-06 -3.09605800e-06  5.90648584e-03 -8.52275148e-03  1.36488552e+00  4.35114476e-01 
 1.00060240e-05  1.19842679e+00  6.56924006e-01 -5.81034717e-03 -6.62281331e-03 -6.62072811e-03  2.40270017e-06  3.06322171e-06  3.06324355e-06  3.05306667e-06 -5.79676827e-03  8.41451476e-03  1.36489425e+00  4.35105747e-01 
 1.00062603e-05  1.19768508e+00  6.59078229e-01  5.74056984e-03  6.54459220e-03  6.54252872e-03 -2.30484813e-06 -3.00262552e-06 -3.00264913e-06 -2.99218599e-06  5.72713054e-03 -8.25367459e-03  1.36490379e+00  4.35096211e-01 
