 time            x1.comp_p       x1.comp_m       dout0           dout1           dout2           dout3           dout4           dout5           dout6           dout7           data_rdy        vinp            vinm           
 3.87774630e-05  8.93870314e-01  9.06485326e-01  1.80000326e+00 -1.56947616e-06  5.04150025e-09  1.79999999e+00  4.67293847e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.97252089e-07  1.43851029e+00  3.61489706e-01 
 3.87874630e-05  8.93869898e-01  9.06485225e-01  1.79999674e+00  1.57753177e-06  4.30068625e-09  1.79999999e+00  4.67149342e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00 -1.86175305e-07  1.43814355e+00  3.61856449e-01 
 3.87974630e-05  8.93870301e-01  9.06485318e-01  1.80000322e+00 -1.56689212e-06  5.04567929e-09  1.79999999e+00  4.67263328e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.93786827e-07  1.43777660e+00  3.62223399e-01 
 3.88074630e-05  8.93869906e-01  9.06485231e-01  1.79999678e+00  1.57495442e-06  4.29651927e-09  1.79999999e+00  4.67179753e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00 -1.82705375e-07  1.43740945e+00  3.62590555e-01 
 3.88174630e-05  8.93870288e-01  9.06485309e-01  1.80000319e+00 -1.56432150e-06  5.04983430e-09  1.79999999e+00  4.67233032e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.90312262e-07  1.43704208e+00  3.62957918e-01 
 3.88274630e-05  8.93869915e-01  9.06485238e-01  1.79999681e+00  1.57239043e-06  4.29237632e-09  1.79999999e+00  4.67209934e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00 -1.79226270e-07  1.43667451e+00  3.63325487e-01 
 3.88374630e-05  8.93870275e-01  9.06485300e-01  1.80000315e+00 -1.56176420e-06  5.05396526e-09  1.79999999e+00  4.67202960e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.86828648e-07  1.43630674e+00  3.63693262e-01 
 3.88474630e-05  8.93869922e-01  9.06485245e-01  1.79999685e+00  1.56983971e-06  4.28825715e-09  1.79999999e+00  4.67239901e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00 -1.75738240e-07  1.43593876e+00  3.64061243e-01 
 3.88574630e-05  8.93870263e-01  9.06485292e-01  1.80000312e+00 -1.55922011e-06  5.05807254e-09  1.79999999e+00  4.67173109e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.83336234e-07  1.43557057e+00  3.64429429e-01 
 3.88674630e-05  8.93869930e-01  9.06485251e-01  1.79999688e+00  1.56730213e-06  4.28416180e-09  1.79999999e+00  4.67269629e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00 -1.72241537e-07  1.43520218e+00  3.64797822e-01 
 3.88774630e-05  8.93870252e-01  9.06485284e-01  1.80000309e+00 -1.55668911e-06  5.06215593e-09  1.79999999e+00  4.67143493e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79835272e-07  1.43483358e+00  3.65166420e-01 
 3.88874630e-05  8.93869938e-01  9.06485258e-01  1.79999692e+00  1.56477760e-06  4.28009024e-09  1.79999999e+00  4.67299139e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00 -1.68736409e-07  1.43446478e+00  3.65535224e-01 
 3.88974630e-05  8.93870241e-01  9.06485276e-01  1.80000305e+00 -1.55417110e-06  5.06621569e-09  1.79999999e+00  4.67114095e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.76326007e-07  1.43409577e+00  3.65904232e-01 
 3.89074630e-05  8.93869945e-01  9.06485265e-01  1.79999695e+00  1.56226601e-06  4.27604228e-09  1.79999999e+00  4.67328413e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00 -1.65223101e-07  1.43372655e+00  3.66273446e-01 
 3.89174630e-05  8.93870229e-01  9.06485267e-01  1.80000302e+00 -1.55166597e-06  5.07025193e-09  1.79999999e+00  4.67084935e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.72808684e-07  1.43335713e+00  3.66642865e-01 
 3.89274630e-05  8.93869952e-01  9.06485271e-01  1.79999698e+00  1.55976725e-06  4.27201795e-09  1.79999999e+00  4.67357459e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00 -1.61701858e-07  1.43298751e+00  3.67012489e-01 
 3.89374630e-05  8.93870218e-01  9.06485259e-01  1.80000298e+00 -1.54917362e-06  5.07426453e-09  1.79999999e+00  4.67056014e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.69283548e-07  1.43261768e+00  3.67382317e-01 
 3.89474630e-05  8.93869964e-01  9.06485279e-01  1.79999702e+00  1.55728120e-06  4.26801703e-09  1.79999999e+00  4.67386266e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00 -1.58172922e-07  1.43224765e+00  3.67752350e-01 
 3.89574630e-05  8.93870214e-01  9.06485254e-01  1.80000295e+00 -1.54669394e-06  5.07825366e-09  1.79999999e+00  4.67027317e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.65750838e-07  1.43187741e+00  3.68122588e-01 
 3.89674630e-05  8.93869967e-01  9.06485286e-01  1.79999705e+00  1.55480778e-06  4.26403951e-09  1.79999999e+00  4.67414843e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00 -1.54636533e-07  1.43150697e+00  3.68493029e-01 
 3.89774630e-05  8.93870202e-01  9.06485245e-01  1.80000292e+00 -1.54422682e-06  5.08221958e-09  1.79999999e+00  4.66998855e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.62210796e-07  1.43113632e+00  3.68863675e-01 
 3.89874630e-05  8.93869976e-01  9.06485293e-01  1.79999708e+00  1.55234687e-06  4.26008533e-09  1.79999999e+00  4.67443183e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00 -1.51092931e-07  1.43076547e+00  3.69234525e-01 
 3.89974630e-05  8.93870191e-01  9.06485237e-01  1.80000289e+00 -1.54177216e-06  5.08616212e-09  1.79999999e+00  4.66970643e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.58663658e-07  1.43039442e+00  3.69605579e-01 
 3.90001000e-05  8.93869993e-01  9.06485309e-01  1.79999716e+00  1.54650107e-06  4.25070498e-09  1.79999999e+00  4.67510117e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00 -1.42573384e-07  1.43029654e+00  3.69703458e-01 
 3.90001523e-05  8.93870013e-01  9.06485168e-01  1.79999931e+00  6.15026417e-08  4.75283215e-09  1.79999999e+00  4.66700151e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00 -8.23240730e-08  1.43029460e+00  3.69705401e-01 
 3.90002000e-05  8.93870056e-01  9.06485303e-01  1.80000027e+00 -3.24856092e-08  4.63671701e-09  1.79999999e+00  4.67129835e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  7.65582971e-08  1.43029283e+00  3.69707170e-01 
 3.90002105e-05  8.93870075e-01  9.06485310e-01  1.80000013e+00 -2.71121972e-09  4.64598134e-09  1.79999999e+00  4.67681853e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  3.10924497e-07  1.43029244e+00  3.69707559e-01 
 3.90002314e-05  8.93870086e-01  9.06485284e-01  1.79999998e+00  6.51999969e-09  4.66797629e-09  1.79999999e+00  4.66399728e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00 -1.01633848e-08  1.43029166e+00  3.69708336e-01 
 3.90002733e-05  8.93870080e-01  9.06485277e-01  1.79999999e+00  3.29899402e-09  4.68323065e-09  1.79999999e+00  4.68050166e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00 -3.02203974e-06  1.43029011e+00  3.69709891e-01 
 3.90003458e-05  8.93870081e-01  9.06485289e-01  1.79999999e+00  5.91080129e-09  4.66944048e-09  1.79999999e+00  4.67410541e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  8.85023800e-06  1.43028742e+00  3.69712584e-01 
 3.90004290e-05  8.93870066e-01  9.06485276e-01  1.79999999e+00  3.50320164e-09  4.64657272e-09  1.79999999e+00  4.64108038e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00 -6.41631905e-05  1.43028433e+00  3.69715670e-01 
 3.90005614e-05  8.93870053e-01  9.06485288e-01  1.80000000e+00  5.82372105e-09  4.73288634e-09  1.79999999e+00  4.73856024e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  9.93350398e-01  1.43027941e+00  3.69720586e-01 
 3.90007007e-05  8.93870029e-01  9.06485273e-01  1.79999995e+00  3.51304945e-09  4.55873757e-09  1.79999999e+00  4.55309872e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.81242306e+00  1.43027424e+00  3.69725758e-01 
 3.90008456e-05  8.93870013e-01  9.06485283e-01  1.80000012e+00  5.86507345e-09  4.85918148e-09  1.79999999e+00  4.86461147e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79344315e+00  1.43026887e+00  3.69731135e-01 
 3.90010656e-05  8.93869981e-01  9.06485266e-01  1.79999976e+00  3.44077225e-09  4.42213640e-09  1.79999999e+00  4.41693062e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80292401e+00  1.43026070e+00  3.69739304e-01 
 3.90012925e-05  8.93869958e-01  9.06485274e-01  1.80000035e+00  5.95417268e-09  4.99549128e-09  1.79999999e+00  5.00042049e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79919942e+00  1.43025227e+00  3.69747727e-01 
 3.90016645e-05  8.93869922e-01  9.06485254e-01  1.79999954e+00  3.35250315e-09  4.29785138e-09  1.79999999e+00  4.29311660e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79974478e+00  1.43023846e+00  3.69761538e-01 
 3.90021535e-05  8.93869899e-01  9.06485257e-01  1.80000051e+00  6.02385251e-09  5.08840803e-09  1.79999999e+00  5.09298329e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80097122e+00  1.43022031e+00  3.69779689e-01 
 3.90028703e-05  8.93869890e-01  9.06485234e-01  1.79999942e+00  3.29682707e-09  4.22563431e-09  1.79999999e+00  4.22117294e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79866306e+00  1.43019370e+00  3.69806302e-01 
 3.90035883e-05  8.93869913e-01  9.06485240e-01  1.80000062e+00  6.07240402e-09  5.15013006e-09  1.79999999e+00  5.15447389e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80175880e+00  1.43016704e+00  3.69832958e-01 
 3.90044136e-05  8.93869947e-01  9.06485226e-01  1.79999931e+00  3.24904426e-09  4.16570998e-09  1.79999999e+00  4.16147099e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79800277e+00  1.43013640e+00  3.69863601e-01 
 3.90053478e-05  8.93869705e-01  9.06484994e-01  1.80000071e+00  6.11627131e-09  5.20450167e-09  1.79999999e+00  5.20864598e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80229076e+00  1.43010171e+00  3.69898288e-01 
 3.90059938e-05  8.93870477e-01  9.06485912e-01  1.79999921e+00  3.19616224e-09  4.10095012e-09  1.79999999e+00  4.09694594e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79745542e+00  1.43007772e+00  3.69922279e-01 
 3.90066024e-05  8.93869011e-01  9.06484714e-01  1.80000085e+00  6.18375683e-09  5.28625442e-09  1.79999999e+00  5.29010668e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80289205e+00  1.43005512e+00  3.69944877e-01 
 3.90071057e-05  8.93870230e-01  9.06485835e-01  1.79999905e+00  3.11495282e-09  4.00381928e-09  1.79999999e+00  4.00015403e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79685890e+00  1.43003643e+00  3.69963565e-01 
 3.90076014e-05  8.93869421e-01  9.06484763e-01  1.80000102e+00  6.27829895e-09  5.39800503e-09  1.79999999e+00  5.40147827e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80345298e+00  1.43001803e+00  3.69981973e-01 
 3.90081552e-05  8.93870039e-01  9.06485772e-01  1.79999888e+00  3.01991061e-09  3.89270118e-09  1.79999999e+00  3.88939996e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79639877e+00  1.42999746e+00  3.70002542e-01 
 3.90087769e-05  8.93869546e-01  9.06484766e-01  1.80000118e+00  6.36712844e-09  5.50088717e-09  1.79999999e+00  5.50403598e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80379417e+00  1.42997437e+00  3.70025630e-01 
 3.90096325e-05  8.93870004e-01  9.06485703e-01  1.79999875e+00  2.94509849e-09  3.80666204e-09  1.79999999e+00  3.80362283e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79615309e+00  1.42994259e+00  3.70057406e-01 
 3.90109700e-05  8.93869768e-01  9.06484764e-01  1.80000126e+00  6.42010319e-09  5.56149580e-09  1.79999999e+00  5.56446549e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80394023e+00  1.42989292e+00  3.70107082e-01 
 3.90133941e-05  8.93870237e-01  9.06485692e-01  1.79999870e+00  2.91249504e-09  3.76948357e-09  1.79999999e+00  3.76655193e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79606937e+00  1.42980287e+00  3.70197127e-01 
 3.90172200e-05  8.93869979e-01  9.06484797e-01  1.80000129e+00  6.43923457e-09  5.58326734e-09  1.79999999e+00  5.58617491e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80398476e+00  1.42966073e+00  3.70339265e-01 
 3.90243483e-05  8.93870236e-01  9.06485716e-01  1.79999868e+00  2.90102976e-09  3.75645044e-09  1.79999999e+00  3.75355561e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79604277e+00  1.42939582e+00  3.70604175e-01 
 3.90331849e-05  8.93869925e-01  9.06484808e-01  1.80000130e+00  6.44649576e-09  5.59151532e-09  1.79999999e+00  5.59439980e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80400065e+00  1.42906729e+00  3.70932714e-01 
 3.90431849e-05  8.93870221e-01  9.06485712e-01  1.79999868e+00  2.89490856e-09  3.74950054e-09  1.79999999e+00  3.74662523e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79602912e+00  1.42869530e+00  3.71304698e-01 
 3.90531849e-05  8.93869930e-01  9.06484810e-01  1.80000131e+00  6.45225063e-09  5.59804665e-09  1.79999999e+00  5.60091281e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80401266e+00  1.42832312e+00  3.71676885e-01 
 3.90631849e-05  8.93870213e-01  9.06485710e-01  1.79999867e+00  2.88914271e-09  3.74295923e-09  1.79999999e+00  3.74010213e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79601662e+00  1.42795073e+00  3.72049275e-01 
 3.90731849e-05  8.93869933e-01  9.06484812e-01  1.80000132e+00  6.45802750e-09  5.60459786e-09  1.79999999e+00  5.60744589e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80402460e+00  1.42757813e+00  3.72421867e-01 
 3.90831849e-05  8.93870208e-01  9.06485707e-01  1.79999866e+00  2.88335490e-09  3.73639809e-09  1.79999999e+00  3.73355916e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79600439e+00  1.42720534e+00  3.72794662e-01 
 3.90931849e-05  8.93869936e-01  9.06484813e-01  1.80000133e+00  6.46382620e-09  5.61116887e-09  1.79999999e+00  5.61399871e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80403626e+00  1.42683234e+00  3.73167660e-01 
 3.91031849e-05  8.93870203e-01  9.06485705e-01  1.79999865e+00  2.87754538e-09  3.72981734e-09  1.79999999e+00  3.72699646e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79599245e+00  1.42645914e+00  3.73540860e-01 
 3.91131849e-05  8.93869939e-01  9.06484815e-01  1.80000134e+00  6.46964659e-09  5.61775943e-09  1.79999999e+00  5.62057131e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80404764e+00  1.42608574e+00  3.73914262e-01 
 3.91231849e-05  8.93870199e-01  9.06485702e-01  1.79999864e+00  2.87171420e-09  3.72321702e-09  1.79999999e+00  3.72041418e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79598078e+00  1.42571213e+00  3.74287867e-01 
 3.91331849e-05  8.93869942e-01  9.06484816e-01  1.80000135e+00  6.47548845e-09  5.62436949e-09  1.79999999e+00  5.62716333e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80405875e+00  1.42533833e+00  3.74661673e-01 
 3.91431849e-05  8.93870194e-01  9.06485700e-01  1.79999863e+00  2.86586156e-09  3.71659727e-09  1.79999999e+00  3.71381240e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79596939e+00  1.42496432e+00  3.75035681e-01 
 3.91531849e-05  8.93869945e-01  9.06484818e-01  1.80000136e+00  6.48135171e-09  5.63099884e-09  1.79999999e+00  5.63377477e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80406958e+00  1.42459011e+00  3.75409890e-01 
 3.91631849e-05  8.93870190e-01  9.06485698e-01  1.79999862e+00  2.85998770e-09  3.70995836e-09  1.79999999e+00  3.70719140e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79595826e+00  1.42421570e+00  3.75784301e-01 
 3.91731849e-05  8.93869947e-01  9.06484820e-01  1.80000137e+00  6.48723628e-09  5.63764722e-09  1.79999999e+00  5.64040533e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80408016e+00  1.42384109e+00  3.76158914e-01 
 3.91831849e-05  8.93870186e-01  9.06485696e-01  1.79999861e+00  2.85409262e-09  3.70330044e-09  1.79999999e+00  3.70055126e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79594740e+00  1.42346627e+00  3.76533727e-01 
 3.91931849e-05  8.93869950e-01  9.06484821e-01  1.80000138e+00  6.49314182e-09  5.64431470e-09  1.79999999e+00  5.64705500e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80409047e+00  1.42309126e+00  3.76908742e-01 
 3.92031849e-05  8.93870183e-01  9.06485693e-01  1.79999860e+00  2.84817652e-09  3.69662355e-09  1.79999999e+00  3.69389210e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79593680e+00  1.42271604e+00  3.77283957e-01 
 3.92131849e-05  8.93869953e-01  9.06484823e-01  1.80000139e+00  6.49906831e-09  5.65100096e-09  1.79999999e+00  5.65372357e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80410052e+00  1.42234063e+00  3.77659374e-01 
 3.92231849e-05  8.93870179e-01  9.06485691e-01  1.79999859e+00  2.84223964e-09  3.68992793e-09  1.79999999e+00  3.68721419e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79592593e+00  1.42196501e+00  3.78034991e-01 
 3.92331849e-05  8.93869955e-01  9.06484825e-01  1.80000139e+00  6.50501558e-09  5.65770589e-09  1.79999999e+00  5.66041077e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80411031e+00  1.42158919e+00  3.78410808e-01 
 3.92431849e-05  8.93870175e-01  9.06485689e-01  1.79999859e+00  2.83628208e-09  3.68321374e-09  1.79999999e+00  3.68051765e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79591586e+00  1.42121317e+00  3.78786826e-01 
 3.92531849e-05  8.93869957e-01  9.06484826e-01  1.80000140e+00  6.51098346e-09  5.66442929e-09  1.79999999e+00  5.66711668e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80411985e+00  1.42083696e+00  3.79163043e-01 
 3.92631849e-05  8.93870172e-01  9.06485687e-01  1.79999858e+00  2.83030394e-09  3.67648112e-09  1.79999999e+00  3.67380252e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79590605e+00  1.42046054e+00  3.79539461e-01 
 3.92731849e-05  8.93869960e-01  9.06484828e-01  1.80000141e+00  6.51697178e-09  5.67117103e-09  1.79999999e+00  5.67384092e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80412914e+00  1.42008392e+00  3.79916079e-01 
 3.92831849e-05  8.93870169e-01  9.06485685e-01  1.79999857e+00  2.82430546e-09  3.66973028e-09  1.79999999e+00  3.66706909e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79589649e+00  1.41970710e+00  3.80292897e-01 
 3.92931849e-05  8.93869962e-01  9.06484830e-01  1.80000142e+00  6.52298041e-09  5.67793098e-09  1.79999999e+00  5.68058344e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80413819e+00  1.41933009e+00  3.80669914e-01 
 3.93031849e-05  8.93870166e-01  9.06485683e-01  1.79999856e+00  2.81828678e-09  3.66296132e-09  1.79999999e+00  3.66031753e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79588717e+00  1.41895287e+00  3.81047130e-01 
 3.93131849e-05  8.93869964e-01  9.06484831e-01  1.80000143e+00  6.52900914e-09  5.68470892e-09  1.79999999e+00  5.68734407e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80414699e+00  1.41857545e+00  3.81424546e-01 
 3.93231849e-05  8.93870163e-01  9.06485680e-01  1.79999855e+00  2.81224796e-09  3.65617440e-09  1.79999999e+00  3.65354792e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79587810e+00  1.41819784e+00  3.81802161e-01 
 3.93331849e-05  8.93869967e-01  9.06484833e-01  1.80000144e+00  6.53505788e-09  5.69150472e-09  1.79999999e+00  5.69412260e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80415555e+00  1.41782002e+00  3.82179975e-01 
 3.93431849e-05  8.93870160e-01  9.06485678e-01  1.79999854e+00  2.80618937e-09  3.64936980e-09  1.79999999e+00  3.64676045e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79586926e+00  1.41744201e+00  3.82557988e-01 
 3.93531849e-05  8.93869969e-01  9.06484835e-01  1.80000145e+00  6.54112643e-09  5.69831819e-09  1.79999999e+00  5.70091891e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80416387e+00  1.41706380e+00  3.82936200e-01 
 3.93631849e-05  8.93870157e-01  9.06485676e-01  1.79999853e+00  2.80011097e-09  3.64254757e-09  1.79999999e+00  3.63995539e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79586067e+00  1.41668539e+00  3.83314610e-01 
 3.93731849e-05  8.93869971e-01  9.06484836e-01  1.80000146e+00  6.54721457e-09  5.70514915e-09  1.79999999e+00  5.70773274e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80417196e+00  1.41630678e+00  3.83693219e-01 
 3.93831849e-05  8.93870154e-01  9.06485674e-01  1.79999852e+00  2.79401306e-09  3.63570787e-09  1.79999999e+00  3.63313273e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79585231e+00  1.41592797e+00  3.84072026e-01 
 3.93931849e-05  8.93869973e-01  9.06484838e-01  1.80000147e+00  6.55332225e-09  5.71199749e-09  1.79999999e+00  5.71456409e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80417982e+00  1.41554897e+00  3.84451031e-01 
 3.94031849e-05  8.93870151e-01  9.06485672e-01  1.79999851e+00  2.78789566e-09  3.62885099e-09  1.79999999e+00  3.62629278e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79584417e+00  1.41516977e+00  3.84830234e-01 
 3.94131849e-05  8.93869975e-01  9.06484840e-01  1.80000147e+00  6.55944926e-09  5.71886292e-09  1.79999999e+00  5.72141267e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80418745e+00  1.41479036e+00  3.85209635e-01 
 3.94231849e-05  8.93870149e-01  9.06485670e-01  1.79999850e+00  2.78175902e-09  3.62197698e-09  1.79999999e+00  3.61943562e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79583627e+00  1.41441077e+00  3.85589234e-01 
 3.94331849e-05  8.93869977e-01  9.06484841e-01  1.80000148e+00  6.56559541e-09  5.72574540e-09  1.79999999e+00  5.72827832e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80419485e+00  1.41403097e+00  3.85969030e-01 
 3.94431849e-05  8.93870146e-01  9.06485669e-01  1.79999850e+00  2.77560343e-09  3.61508607e-09  1.79999999e+00  3.61256146e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79582860e+00  1.41365098e+00  3.86349024e-01 
 3.94531849e-05  8.93869979e-01  9.06484843e-01  1.80000149e+00  6.57176056e-09  5.73264470e-09  1.79999999e+00  5.73516093e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80420204e+00  1.41327079e+00  3.86729215e-01 
 3.94631849e-05  8.93870144e-01  9.06485667e-01  1.79999849e+00  2.76942886e-09  3.60817842e-09  1.79999999e+00  3.60567052e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79582114e+00  1.41289040e+00  3.87109603e-01 
 3.94731849e-05  8.93869981e-01  9.06484844e-01  1.80000150e+00  6.57794447e-09  5.73956059e-09  1.79999999e+00  5.74206027e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80420900e+00  1.41250981e+00  3.87490188e-01 
 3.94831849e-05  8.93870142e-01  9.06485665e-01  1.79999848e+00  2.76323562e-09  3.60125428e-09  1.79999999e+00  3.59876285e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79581391e+00  1.41212903e+00  3.87870970e-01 
 3.94931849e-05  8.93869982e-01  9.06484846e-01  1.80000151e+00  6.58414705e-09  5.74649305e-09  1.79999999e+00  5.74897621e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80421575e+00  1.41174805e+00  3.88251948e-01 
 3.95002000e-05  8.93870139e-01  9.06485662e-01  1.79999847e+00  2.75569976e-09  3.59283494e-09  1.79999999e+00  3.59036351e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79580560e+00  1.41148067e+00  3.88519326e-01 
 3.95003000e-05  8.93870084e-01  9.06485281e-01  1.80000009e+00  4.75209854e-09  4.76086088e-09  1.79999999e+00  4.76067633e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80000243e+00  1.41147686e+00  3.88523138e-01 
 3.95005000e-05  8.93870048e-01  9.06485238e-01  1.79999990e+00  4.58855399e-09  4.58047115e-09  1.79999999e+00  4.58060894e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80004126e+00  1.41146924e+00  3.88530763e-01 
 3.95009000e-05  8.93870056e-01  9.06485274e-01  1.80000008e+00  4.75701815e-09  4.76474389e-09  1.79999999e+00  4.76463338e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79994237e+00  1.41145399e+00  3.88546012e-01 
 3.95012000e-05  8.93870037e-01  9.06485238e-01  1.79999991e+00  4.58612824e-09  4.57889377e-09  1.79999999e+00  4.57896445e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80007566e+00  1.41144255e+00  3.88557449e-01 
 3.95012521e-05  8.93870040e-01  9.06485253e-01  1.79999998e+00  4.67189193e-09  4.67115411e-09  1.79999999e+00  4.67121842e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79998130e+00  1.41144056e+00  3.88559436e-01 
 3.95013564e-05  8.93870041e-01  9.06485256e-01  1.80000000e+00  4.67497573e-09  4.67572904e-09  1.79999999e+00  4.67566222e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.80001082e+00  1.41143659e+00  3.88563410e-01 
 3.95015649e-05  8.93870037e-01  9.06485253e-01  1.79999998e+00  4.66817844e-09  4.66743501e-09  1.79999999e+00  4.66749889e-09  1.79999999e+00  1.79999999e+00  1.79999999e+00  1.79999137e+00  1.41142864e+00  3.88571360e-01 
